shipment_id,submission_timestamp,hs_code,shc_code,origin_country,port_of_loading,importer_cr_id,is_aeo_certified,historical_avg_clearance_hours,fatoorah_validation_passed,weight_value_discrepancy,pre_arrival_filing_hours,ambient_temperature_celsius,visibility_meters,clearance_duration_hours,inspection_track
176-57024781,2025-11-02T11:00:00+03:00,040671028710,COL,FRA,CDG,2658904332,0,153.51,1,0.0444,68.17,30.4,6565.0,2.76,GREEN
020-23752390,2025-06-18T09:00:00+03:00,300460885459,COL,DEU,FRA,4086802006,1,163.84,1,0.0297,39.26,23.7,7482.0,3.48,GREEN
160-29469836,2025-06-22T17:00:00+03:00,851743859311,GEN,CHN,PVG,1225660355,1,37.16,1,0.0735,29.02,49.9,8839.0,91.77,RED
176-79735824,2025-05-06T13:00:00+03:00,300412601580,CRT,DEU,FRA,4000106170,0,70.06,1,0.0621,-45.94,38.8,5498.0,99.23,RED
020-74175203,2025-07-06T12:00:00+03:00,851740094589,GEN,CHN,PVG,4188401888,1,30.17,1,0.0515,-22.96,26.5,1159.0,109.11,RED
160-61440499,2025-06-21T05:00:00+03:00,851714164775,GEN,TWN,TPE,4548288496,1,119.67,1,0.0099,33.84,44.6,6843.0,2.55,GREEN
065-21636860,2025-09-20T19:00:00+03:00,851712735359,GEN,TWN,TPE,1627335074,1,112.02,1,0.0693,32.64,35.5,7799.0,86.64,RED
065-23525192,2025-10-01T11:00:00+03:00,040673560289,PER,NLD,AMS,1528143683,1,5.04,1,0.0576,-35.08,42.4,3050.0,89.85,RED
065-30793917,2025-10-26T03:00:00+03:00,300472415804,COL,IND,BOM,1133486872,0,53.37,1,0.0419,63.96,43.7,9920.0,1.76,GREEN
020-29108883,2025-07-30T03:00:00+03:00,300432520277,CRT,DEU,FRA,2573274148,0,55.47,1,0.0615,-5.61,45.6,5884.0,101.12,RED
065-96866902,2025-04-26T19:00:00+03:00,851751746937,GEN,TWN,TPE,1753656901,0,120.81,1,0.0405,24.72,29.2,6605.0,2.73,GREEN
065-88488503,2025-05-22T13:00:00+03:00,851751870192,VAL,TWN,TPE,2800135268,1,30.7,1,0.0675,45.19,21.6,7154.0,86.92,RED
160-37363161,2025-10-14T02:00:00+03:00,300436619372,CRT,DEU,FRA,4310334715,0,154.84,0,0.089,52.77,43.0,7428.0,100.08,RED
160-75202355,2025-05-09T07:00:00+03:00,300423676961,COL,IND,BOM,4279346542,1,15.08,1,0.0618,-33.01,18.8,2283.0,99.29,RED
160-21388312,2025-05-03T17:00:00+03:00,851785958181,GEN,TWN,TPE,4115464182,1,37.16,1,0.0971,-12.25,37.5,7312.0,97.78,RED
020-16771773,2025-05-24T22:00:00+03:00,060298787891,COL,FRA,CDG,2210421238,1,5.69,1,0.0891,22.48,18.7,2566.0,87.9,RED
176-65527696,2025-10-20T00:00:00+03:00,851777908907,VAL,TWN,TPE,1966877748,0,166.63,1,0.0954,-24.27,42.8,8621.0,104.44,RED
065-68366758,2025-07-16T14:00:00+03:00,851766379329,VAL,TWN,TPE,2308646951,1,139.65,1,0.0808,62.36,48.7,3794.0,1.32,GREEN
065-38583664,2025-06-02T05:00:00+03:00,300468186525,COL,IND,BOM,2931779406,1,114.46,1,0.0588,-12.51,50.0,7611.0,135.34,RED
020-28955002,2025-10-16T08:00:00+03:00,851730534124,VAL,CHN,PVG,2226255424,0,165.78,0,0.0143,-14.66,37.1,1995.0,82.64,RED
065-58356361,2025-10-16T00:00:00+03:00,851780027662,VAL,TWN,TPE,2318530989,0,4.17,1,0.004,-14.05,22.0,5919.0,27.08,YELLOW
020-21346618,2025-04-24T10:00:00+03:00,300472394301,COL,DEU,FRA,1976652277,0,141.0,1,0.0077,-20.91,16.2,3467.0,27.92,RED
020-98730520,2025-08-15T21:00:00+03:00,300453258988,CRT,DEU,FRA,2193830396,1,115.49,1,0.0299,50.1,41.8,737.0,13.69,GREEN
020-89626861,2025-06-20T11:00:00+03:00,851747437115,VAL,TWN,TPE,1242190643,0,28.01,1,0.0699,-22.52,14.0,1082.0,111.37,RED
176-86212763,2025-09-28T04:00:00+03:00,851772372114,VAL,TWN,TPE,2280937461,0,134.15,1,0.0438,-39.83,25.0,5822.0,17.09,RED
020-68684377,2025-10-31T08:00:00+03:00,040676344695,COL,FRA,CDG,4177635312,0,130.95,1,0.0049,5.16,24.0,3582.0,2.15,GREEN
176-96131147,2025-04-23T10:00:00+03:00,851775437844,GEN,TWN,TPE,4232856421,0,51.11,0,0.0776,41.74,37.1,7717.0,95.61,RED
176-31062716,2025-03-30T13:00:00+03:00,300444675473,COL,DEU,FRA,1451260972,1,80.69,1,0.0104,54.91,37.0,406.0,12.8,GREEN
065-14906041,2025-10-19T07:00:00+03:00,851790014570,VAL,CHN,PVG,2628669781,1,7.21,1,0.0103,68.48,24.8,7397.0,1.42,GREEN
160-25491371,2025-10-17T10:00:00+03:00,851779340535,GEN,TWN,TPE,2186474822,1,2.51,0,0.0282,2.18,14.9,1236.0,64.53,YELLOW
176-43614320,2025-09-14T16:00:00+03:00,300442394260,COL,IND,BOM,1291708172,1,45.19,1,0.0094,0.53,39.2,179.0,13.89,GREEN
176-66878331,2025-08-31T21:00:00+03:00,300484514489,CRT,DEU,FRA,4341675444,0,52.35,1,0.0552,61.93,26.4,4297.0,86.45,RED
160-72285206,2025-08-04T04:00:00+03:00,851796691619,VAL,CHN,PVG,1195510303,0,143.9,1,0.0294,58.25,22.7,7121.0,1.07,GREEN
176-12645965,2025-10-10T01:00:00+03:00,040622489409,COL,FRA,CDG,4579547899,1,78.35,1,0.0959,0.08,25.5,2904.0,90.36,RED
160-29502335,2025-09-16T03:00:00+03:00,851764277800,GEN,TWN,TPE,1983383791,0,158.25,1,0.0398,46.15,27.3,2956.0,1.7,GREEN
065-38364156,2025-03-28T15:00:00+03:00,060273519947,COL,FRA,CDG,1436004557,0,110.98,1,0.0164,64.53,37.1,2275.0,1.44,GREEN
020-66064590,2025-05-23T06:00:00+03:00,300483871890,COL,DEU,FRA,1213525807,1,105.49,1,0.0012,47.64,22.6,9848.0,1.99,GREEN
160-18087892,2025-07-22T13:00:00+03:00,300470900658,COL,DEU,FRA,4907133106,0,55.25,1,0.0577,68.65,12.9,3649.0,98.53,RED
020-93347229,2025-08-03T23:00:00+03:00,060240942292,PER,FRA,CDG,2241208259,0,40.09,1,0.0545,42.16,33.3,6264.0,97.7,RED
160-47648786,2025-10-25T15:00:00+03:00,851752352128,GEN,TWN,TPE,4083432803,1,78.5,1,0.0393,7.83,15.6,7959.0,0.5,GREEN
020-88021596,2025-05-02T07:00:00+03:00,300435708194,CRT,IND,BOM,2038727752,1,126.11,1,0.0236,24.75,16.5,8899.0,1.3,GREEN
065-84735829,2025-07-16T16:00:00+03:00,851747111151,VAL,CHN,PVG,4118318515,0,62.64,1,0.0656,27.39,23.4,9197.0,85.88,RED
176-87335397,2025-08-04T19:00:00+03:00,851736054020,VAL,TWN,TPE,4275109285,0,140.95,1,0.0418,12.45,48.4,9847.0,2.19,GREEN
065-29527231,2025-10-05T00:00:00+03:00,060234084236,COL,NLD,AMS,2858456925,0,118.27,1,0.0176,-40.77,21.2,3341.0,22.85,YELLOW
176-59909283,2025-05-17T05:00:00+03:00,851781690398,GEN,TWN,TPE,2764511237,0,27.65,1,0.0435,41.49,30.3,764.0,12.84,GREEN
020-82148928,2025-10-21T00:00:00+03:00,040617318358,COL,FRA,CDG,1111409562,1,58.37,1,0.0525,-23.55,42.7,7645.0,100.51,RED
020-66158418,2025-11-30T09:00:00+03:00,851795613415,VAL,TWN,TPE,2447859360,1,9.32,1,0.0946,22.33,46.7,8378.0,95.19,RED
176-37273386,2025-09-11T03:00:00+03:00,851711646234,VAL,TWN,TPE,4149947869,0,66.17,0,0.0479,-32.08,26.8,2914.0,60.23,YELLOW
160-35915929,2025-04-23T19:00:00+03:00,851774251933,VAL,CHN,PVG,1132470518,0,81.94,1,0.0494,-34.01,23.9,1790.0,17.76,RED
065-82448801,2025-07-28T05:00:00+03:00,851734744872,GEN,CHN,PVG,1698830587,0,139.85,1,0.054,55.62,36.8,3221.0,97.95,RED
160-69437731,2025-07-23T01:00:00+03:00,851774119726,GEN,CHN,PVG,2207142223,0,69.74,1,0.0685,-11.38,45.6,6467.0,94.4,RED
020-62654469,2025-05-08T04:00:00+03:00,851763782042,VAL,TWN,TPE,1661055209,0,104.67,1,0.0186,42.07,39.9,1309.0,14.12,GREEN
065-72036388,2025-08-02T00:00:00+03:00,851787446468,GEN,TWN,TPE,2133619675,1,61.26,1,0.049,62.04,49.4,4829.0,0.73,GREEN
065-83300053,2025-07-03T23:00:00+03:00,300430024960,COL,IND,BOM,4988708609,0,115.84,0,0.0882,-29.48,49.2,7395.0,205.53,RED
160-11697352,2025-07-10T08:00:00+03:00,300443311626,CRT,IND,BOM,4908762882,1,30.34,1,0.0903,-47.31,20.8,9399.0,102.39,RED
176-40522239,2025-03-30T02:00:00+03:00,851791378577,GEN,CHN,PVG,1150957218,0,37.85,1,0.085,-45.27,31.6,6931.0,97.77,RED
176-63508155,2025-05-30T00:00:00+03:00,851770467027,VAL,CHN,PVG,4818459351,1,144.57,1,0.0211,3.14,41.3,3700.0,1.19,GREEN
065-17768540,2025-08-18T17:00:00+03:00,300488990506,COL,DEU,FRA,4439776866,1,60.81,1,0.0515,60.25,35.0,3658.0,103.52,RED
176-71092159,2025-09-14T09:00:00+03:00,040691823275,PER,FRA,CDG,4958586622,0,43.14,1,0.0932,4.12,14.5,2831.0,105.69,RED
020-47470897,2025-11-21T03:00:00+03:00,851793955206,GEN,TWN,TPE,1441248449,0,3.46,1,0.0007,7.19,34.0,5458.0,2.95,GREEN
160-60522163,2025-10-23T21:00:00+03:00,851798641164,GEN,CHN,PVG,1666845190,0,120.95,1,0.0901,32.92,32.3,442.0,117.72,RED
160-47925520,2025-04-05T14:00:00+03:00,300442194159,CRT,IND,BOM,1353419133,0,79.42,1,0.0176,71.32,16.3,8774.0,1.36,GREEN
160-44911035,2025-10-30T23:00:00+03:00,851731009452,GEN,TWN,TPE,2033037825,0,30.39,1,0.0542,6.44,32.8,8412.0,96.46,RED
065-74488524,2025-11-28T00:00:00+03:00,060289699989,COL,FRA,CDG,2060555117,1,147.18,1,0.0204,-46.18,20.5,1271.0,37.98,YELLOW
065-22358837,2025-07-23T18:00:00+03:00,040641068214,COL,FRA,CDG,1856043327,1,134.44,1,0.0875,-16.11,29.2,559.0,103.41,RED
176-17332345,2025-10-26T21:00:00+03:00,300470939053,CRT,DEU,FRA,4048511176,0,47.62,1,0.076,38.73,43.3,5088.0,98.26,RED
160-25425161,2025-10-05T17:00:00+03:00,300445507920,CRT,IND,BOM,1432343582,1,38.55,1,0.041,14.28,24.8,6661.0,1.13,GREEN
020-10116888,2025-10-02T12:00:00+03:00,040683089925,PER,FRA,CDG,2196032701,0,70.91,1,0.0194,-2.56,21.9,8228.0,21.35,RED
020-44612241,2025-05-11T03:00:00+03:00,851745652586,GEN,TWN,TPE,2029436296,0,62.26,1,0.0447,-16.41,29.9,2875.0,22.7,RED
160-84427455,2025-06-24T17:00:00+03:00,300418004482,CRT,IND,BOM,2616769879,0,27.66,1,0.0099,-1.38,43.1,7677.0,21.14,RED
065-92933483,2025-10-28T07:00:00+03:00,851789865458,VAL,CHN,PVG,2828151310,1,164.87,1,0.06,-27.9,37.9,5390.0,115.81,RED
065-93812410,2025-05-12T05:00:00+03:00,300426690465,COL,DEU,FRA,2841068518,0,57.18,1,0.0338,-24.27,42.2,1732.0,19.13,RED
065-62312826,2025-10-17T15:00:00+03:00,300464023778,COL,DEU,FRA,1164699116,0,89.78,1,0.0017,14.55,16.6,1007.0,12.5,GREEN
020-48853433,2025-11-22T06:00:00+03:00,851768755000,GEN,CHN,PVG,2494222714,0,125.18,1,0.0421,66.09,12.9,2265.0,1.87,GREEN
160-60366069,2025-09-22T11:00:00+03:00,851767985905,VAL,TWN,TPE,1276460760,1,155.97,1,0.0708,39.23,45.3,9382.0,86.9,RED
020-99044716,2025-07-25T06:00:00+03:00,040622257687,PER,FRA,CDG,4933591207,0,26.33,1,0.0643,-7.18,37.6,2356.0,91.54,RED
160-83524906,2025-03-09T10:00:00+03:00,300446173157,CRT,IND,BOM,1629100577,0,25.08,1,0.0101,-1.47,39.3,764.0,28.8,RED
020-76142451,2025-07-14T15:00:00+03:00,060279654147,COL,NLD,AMS,4700400093,1,102.47,0,0.0955,-4.56,49.3,9081.0,144.97,RED
020-75947855,2025-08-23T18:00:00+03:00,851734359060,VAL,CHN,PVG,1112502089,1,44.91,1,0.0678,30.25,45.6,5267.0,91.68,RED
176-64336343,2025-09-04T08:00:00+03:00,851722246348,VAL,CHN,PVG,4716001558,1,112.36,1,0.0597,53.16,15.8,3363.0,1.35,GREEN
020-18369238,2025-04-01T22:00:00+03:00,851764807553,VAL,CHN,PVG,1495160989,1,27.92,1,0.0707,15.58,12.2,1276.0,110.05,RED
160-68943114,2025-08-30T21:00:00+03:00,851799943797,GEN,CHN,PVG,1907688744,1,97.63,1,0.0555,-21.36,17.2,1873.0,89.05,RED
020-99561687,2025-06-05T23:00:00+03:00,851754265498,VAL,TWN,TPE,2360640437,1,123.46,1,0.0404,57.79,30.0,2795.0,1.71,GREEN
176-57385220,2025-07-01T03:00:00+03:00,300448683937,COL,DEU,FRA,2426486242,0,121.72,1,0.0487,-37.02,26.1,7375.0,24.33,YELLOW
176-94779046,2025-03-09T05:00:00+03:00,060221819185,COL,NLD,AMS,4663848859,0,122.67,1,0.0453,-19.51,37.2,7258.0,33.47,RED
160-16029331,2025-05-20T10:00:00+03:00,060225558733,COL,FRA,CDG,1543217094,0,109.56,1,0.0712,11.53,46.0,7647.0,148.35,RED
176-17258332,2025-07-28T06:00:00+03:00,060265465150,PER,NLD,AMS,4170456612,0,166.8,1,0.0764,-29.94,25.3,9837.0,94.7,RED
176-53267920,2025-11-17T23:00:00+03:00,060293568503,COL,NLD,AMS,2477275284,0,161.53,1,0.0312,19.25,20.0,557.0,14.16,GREEN
065-56832793,2025-03-26T08:00:00+03:00,851716927215,GEN,CHN,PVG,1609236986,0,17.4,1,0.0785,-8.54,32.0,9909.0,96.23,RED
160-23867470,2025-07-15T08:00:00+03:00,851783715012,GEN,CHN,PVG,2752183228,1,63.22,1,0.0533,-1.03,46.6,4147.0,102.28,RED
176-87627022,2025-04-17T19:00:00+03:00,300468802946,COL,DEU,FRA,1937931850,0,136.35,1,0.0101,5.74,18.6,8870.0,1.8,GREEN
176-54539540,2025-08-26T10:00:00+03:00,851713874790,GEN,TWN,TPE,2919138781,0,77.77,1,0.0465,33.67,20.5,4047.0,1.85,GREEN
176-60264750,2025-07-20T13:00:00+03:00,851751708177,GEN,TWN,TPE,1290018219,0,50.82,1,0.0647,-29.27,35.1,7151.0,87.55,RED
160-22792226,2025-06-13T15:00:00+03:00,851722510327,GEN,CHN,PVG,2758807966,0,149.43,1,0.0667,68.16,49.5,4054.0,92.95,RED
065-86136954,2025-05-14T18:00:00+03:00,300471934487,CRT,IND,BOM,4219054595,1,66.11,1,0.0048,-26.87,40.4,4989.0,25.46,YELLOW
020-81242373,2025-03-28T11:00:00+03:00,300476890827,COL,IND,BOM,2683142318,1,5.92,1,0.0361,-20.23,24.3,4697.0,23.23,RED
065-96144627,2025-06-26T03:00:00+03:00,300465766169,COL,DEU,FRA,4685052815,0,77.89,1,0.0295,-47.79,44.8,1293.0,62.04,YELLOW
160-86112740,2025-11-08T03:00:00+03:00,851742713008,VAL,CHN,PVG,2144957584,0,68.64,1,0.047,67.68,44.4,8271.0,2.22,GREEN
160-57878635,2025-11-28T18:00:00+03:00,300461484043,CRT,IND,BOM,1301488517,0,38.05,1,0.0874,5.16,29.8,4601.0,103.49,RED
160-98037670,2025-04-27T01:00:00+03:00,300419369750,COL,IND,BOM,2156761059,1,61.34,1,0.0919,18.63,20.7,6012.0,97.86,RED
020-32062225,2025-05-22T18:00:00+03:00,851755617282,VAL,CHN,PVG,2345159594,0,22.01,1,0.0789,70.17,22.3,1247.0,99.99,RED
160-50380158,2025-10-21T14:00:00+03:00,300447962005,COL,IND,BOM,4763365347,1,96.93,1,0.0962,52.6,37.7,815.0,12.22,GREEN
065-30859035,2025-03-07T02:00:00+03:00,300429944139,COL,DEU,FRA,1467881201,0,71.4,1,0.0449,63.43,22.6,4084.0,1.0,GREEN
176-82034239,2025-07-13T03:00:00+03:00,851756321751,VAL,CHN,PVG,1380419999,0,19.23,1,0.0096,48.03,43.9,5371.0,0.9,GREEN
176-88768477,2025-06-30T07:00:00+03:00,851771115319,VAL,CHN,PVG,4719085023,0,167.14,1,0.0832,29.37,41.6,906.0,110.87,RED
160-59235877,2025-05-12T06:00:00+03:00,300442051937,COL,IND,BOM,2820198676,0,164.04,1,0.0873,-6.24,15.3,4410.0,100.85,RED
160-35875662,2025-05-16T19:00:00+03:00,300465133300,CRT,IND,BOM,1877035823,0,144.03,1,0.0397,-22.03,14.1,2439.0,21.28,RED
020-91856253,2025-03-21T08:00:00+03:00,851773481797,VAL,CHN,PVG,1058175234,1,42.87,1,0.0517,2.82,23.0,7341.0,99.93,RED
176-84922955,2025-07-03T00:00:00+03:00,040676481885,PER,FRA,CDG,4813145508,0,17.4,1,0.0255,53.67,31.7,6856.0,3.2,GREEN
020-58355585,2025-05-21T15:00:00+03:00,300477416376,COL,IND,BOM,4577019076,0,66.47,1,0.0281,69.01,14.4,7977.0,2.76,GREEN
020-31141538,2025-10-26T23:00:00+03:00,851769096899,GEN,TWN,TPE,4297530634,0,130.31,0,0.098,63.62,22.0,9963.0,95.89,RED
020-53109504,2025-06-08T09:00:00+03:00,851712059919,GEN,CHN,PVG,2531252843,0,146.5,1,0.028,4.16,28.6,6986.0,1.71,GREEN
020-24940589,2025-06-30T15:00:00+03:00,851797883261,GEN,CHN,PVG,1345265223,0,66.79,1,0.0972,-25.32,43.7,4573.0,106.99,RED
065-76307390,2025-09-14T08:00:00+03:00,300473013961,COL,IND,BOM,2180052408,0,70.12,1,0.0278,-1.48,47.4,6313.0,41.63,RED
160-41060268,2025-05-15T02:00:00+03:00,851793652460,VAL,CHN,PVG,1736189054,0,2.82,1,0.0832,67.34,35.3,1163.0,102.71,RED
160-42449720,2025-11-08T17:00:00+03:00,060281621574,COL,NLD,AMS,2305950332,1,143.17,1,0.0164,62.53,39.7,232.0,13.66,GREEN
020-94781830,2025-11-18T06:00:00+03:00,060282613940,PER,FRA,CDG,4282452525,1,64.38,0,0.0835,4.44,42.9,1778.0,104.65,RED
020-26658029,2025-10-17T14:00:00+03:00,040694712997,COL,NLD,AMS,2748914744,0,165.8,1,0.0911,-26.99,39.0,3359.0,89.74,RED
065-56085088,2025-08-17T05:00:00+03:00,040668246664,PER,NLD,AMS,2078152365,0,59.27,0,0.0894,52.98,27.4,7011.0,97.05,RED
020-64016133,2025-07-19T09:00:00+03:00,060232329103,COL,NLD,AMS,4999920856,1,1.96,1,0.0071,30.2,48.5,3853.0,0.52,GREEN
065-58053692,2025-10-25T18:00:00+03:00,300416172803,COL,IND,BOM,4250863397,0,37.7,0,0.0782,-16.18,26.5,5837.0,144.23,RED
065-20326676,2025-03-11T22:00:00+03:00,060258112135,COL,NLD,AMS,4863386022,0,91.79,1,0.0871,43.97,15.3,859.0,111.22,RED
020-56077833,2025-11-01T03:00:00+03:00,851729538047,GEN,CHN,PVG,1067214867,0,134.54,1,0.0341,66.06,42.3,2848.0,2.28,GREEN
160-92976031,2025-11-17T23:00:00+03:00,851785957578,GEN,CHN,PVG,4194985325,0,5.36,1,0.0891,-25.67,35.5,8666.0,96.96,RED
065-52137477,2025-11-26T09:00:00+03:00,300433497411,CRT,IND,BOM,4598318602,0,3.8,1,0.0664,-24.2,42.4,926.0,116.05,RED
160-79085441,2025-03-26T23:00:00+03:00,851793176117,GEN,CHN,PVG,4642249974,0,46.49,1,0.0471,38.94,43.1,4506.0,2.7,GREEN
160-60753840,2025-04-12T08:00:00+03:00,300488270025,CRT,DEU,FRA,2496061487,0,31.52,1,0.0007,-39.0,14.0,5932.0,27.32,YELLOW
065-78014486,2025-07-30T19:00:00+03:00,851771894493,VAL,TWN,TPE,2700417721,0,82.33,1,0.0686,16.47,41.3,2320.0,94.55,RED
176-94092262,2025-09-24T08:00:00+03:00,060299501846,PER,FRA,CDG,4847124345,0,151.05,1,0.0798,-6.44,31.7,9271.0,103.03,RED
065-19950069,2025-05-25T09:00:00+03:00,851748605268,GEN,CHN,PVG,2675824898,0,40.23,1,0.0962,-22.37,41.2,5924.0,92.86,RED
176-96161785,2025-10-12T23:00:00+03:00,851769287967,VAL,TWN,TPE,4737144235,0,62.25,1,0.0617,-10.08,47.8,3781.0,89.26,RED
065-14084584,2025-11-22T13:00:00+03:00,851795756900,VAL,CHN,PVG,1469884370,0,121.98,1,0.0145,36.15,47.2,413.0,13.84,GREEN
065-80407448,2025-08-03T03:00:00+03:00,851771315464,VAL,CHN,PVG,1215673830,0,93.42,1,0.0282,-0.59,37.9,6646.0,25.12,YELLOW
160-58103383,2025-09-06T12:00:00+03:00,300461632653,COL,IND,BOM,4543779443,1,32.15,1,0.0552,53.58,36.5,3172.0,98.24,RED
160-95618698,2025-07-08T12:00:00+03:00,040661185849,COL,NLD,AMS,1493067870,0,48.12,1,0.0269,53.11,17.4,5043.0,2.22,GREEN
020-22360374,2025-10-06T23:00:00+03:00,060212944682,COL,FRA,CDG,1884200082,0,129.2,1,0.054,29.53,27.7,8404.0,96.62,RED
160-75928740,2025-08-18T10:00:00+03:00,851711086890,GEN,CHN,PVG,2691486750,1,20.39,1,0.0248,26.16,31.2,6397.0,3.09,GREEN
160-97101411,2025-05-25T16:00:00+03:00,300448412328,CRT,DEU,FRA,2471833459,1,8.18,1,0.0815,-38.95,41.5,4691.0,96.64,RED
160-53921435,2025-07-11T02:00:00+03:00,040695445405,PER,FRA,CDG,1088878883,0,136.45,1,0.0062,47.61,43.1,4352.0,1.05,GREEN
160-65452333,2025-05-10T02:00:00+03:00,851798473848,GEN,CHN,PVG,1372726528,0,8.41,1,0.0349,61.85,41.3,1474.0,13.01,GREEN
020-61764862,2025-06-02T23:00:00+03:00,300494216001,CRT,IND,BOM,4480305348,0,47.06,1,0.0067,52.9,46.4,1669.0,0.89,GREEN
160-97419381,2025-04-18T02:00:00+03:00,060214478111,COL,FRA,CDG,4097185610,0,97.94,1,0.0271,-21.1,13.7,4514.0,16.98,RED
176-34653594,2025-09-04T11:00:00+03:00,300422097496,COL,IND,BOM,4442320193,1,4.94,1,0.0114,-27.69,30.8,1542.0,25.44,YELLOW
176-20312340,2025-11-18T07:00:00+03:00,851765767881,GEN,CHN,PVG,2620473036,1,151.17,1,0.046,0.87,45.0,3127.0,1.39,GREEN
020-76831577,2025-11-14T05:00:00+03:00,040682398083,COL,NLD,AMS,2457832128,0,154.07,1,0.008,62.51,16.0,9441.0,2.71,GREEN
160-38577196,2025-07-11T23:00:00+03:00,040644489940,COL,FRA,CDG,2004201462,1,66.15,1,0.0631,29.66,38.5,1397.0,117.03,RED
176-15105277,2025-05-10T16:00:00+03:00,851755461591,GEN,CHN,PVG,1296304247,0,142.17,1,0.0687,3.79,23.7,1672.0,93.7,RED
065-26607234,2025-08-14T07:00:00+03:00,851720106509,GEN,CHN,PVG,4896242238,0,4.98,1,0.077,-23.61,38.1,6777.0,89.46,RED
176-72846138,2025-09-13T19:00:00+03:00,060284801233,COL,NLD,AMS,4189011563,0,21.62,1,0.074,45.81,30.5,2422.0,108.49,RED
160-80194786,2025-09-12T02:00:00+03:00,851762958901,GEN,TWN,TPE,2881449926,0,35.69,1,0.0443,44.49,13.7,8531.0,0.69,GREEN
176-11964806,2025-05-08T16:00:00+03:00,851782017516,GEN,CHN,PVG,4204043998,1,46.45,1,0.0749,-15.99,43.0,4842.0,104.62,RED
065-13476669,2025-10-17T19:00:00+03:00,851759470729,VAL,CHN,PVG,1778340832,1,103.2,1,0.0692,32.0,30.2,7572.0,106.31,RED
176-52720352,2025-04-30T05:00:00+03:00,060224541967,PER,FRA,CDG,2683580825,0,163.02,1,0.0659,-17.4,15.6,2338.0,87.65,RED
160-72591705,2025-08-22T23:00:00+03:00,040693154172,COL,FRA,CDG,2766705540,1,27.56,1,0.0367,45.66,31.5,862.0,13.8,GREEN
065-43949629,2025-08-11T11:00:00+03:00,040695282470,COL,NLD,AMS,1009217033,0,142.26,1,0.0756,-44.49,31.9,8719.0,92.98,RED
020-97376519,2025-03-11T13:00:00+03:00,060225659979,PER,FRA,CDG,1057569690,1,129.27,1,0.0424,57.86,12.2,4600.0,1.09,GREEN
065-67724755,2025-07-11T15:00:00+03:00,040650851122,COL,NLD,AMS,1630981533,1,64.85,1,0.041,17.23,39.0,5491.0,2.97,GREEN
176-16548112,2025-06-15T13:00:00+03:00,851723044889,GEN,TWN,TPE,4429932469,0,96.22,1,0.0352,-24.38,13.6,4542.0,24.41,RED
020-22598788,2025-10-20T00:00:00+03:00,060270887034,COL,NLD,AMS,4233258037,1,60.31,1,0.057,23.02,38.1,7699.0,88.77,RED
065-33201726,2025-03-05T02:00:00+03:00,851788831486,GEN,CHN,PVG,4011508865,0,41.95,1,0.0023,39.15,30.0,3472.0,2.73,GREEN
065-86217200,2025-05-31T16:00:00+03:00,851797902129,GEN,CHN,PVG,4219514399,1,23.66,0,0.0532,40.69,40.8,619.0,127.32,RED
065-18989181,2025-11-05T04:00:00+03:00,851792631441,VAL,CHN,PVG,4319776610,0,111.34,1,0.0517,66.04,36.5,182.0,108.81,RED
160-62459014,2025-07-02T09:00:00+03:00,300414391105,COL,DEU,FRA,4334495740,0,31.64,1,0.0332,-1.53,18.5,1572.0,27.47,YELLOW
020-89261732,2025-11-06T15:00:00+03:00,851769509870,VAL,TWN,TPE,2628031326,1,145.88,1,0.0322,55.55,31.3,8053.0,1.8,GREEN
020-39362147,2025-09-24T05:00:00+03:00,851758678896,GEN,TWN,TPE,1247708048,1,100.9,1,0.0474,-42.62,45.4,6711.0,25.9,YELLOW
065-75463094,2025-09-01T17:00:00+03:00,851783076970,VAL,CHN,PVG,4532139238,1,115.46,1,0.0627,-11.2,12.7,9228.0,100.32,RED
020-46016706,2025-08-05T09:00:00+03:00,851763437398,VAL,TWN,TPE,4669536328,1,104.25,1,0.0129,14.45,35.8,262.0,13.42,GREEN
176-52772996,2025-06-28T13:00:00+03:00,851726395999,VAL,TWN,TPE,4566953132,0,108.59,1,0.0141,55.38,25.6,6149.0,1.95,GREEN
176-31416720,2025-07-13T18:00:00+03:00,040696128115,PER,NLD,AMS,1717629888,1,150.55,1,0.0909,10.4,49.9,7216.0,151.51,RED
065-78641849,2025-08-05T23:00:00+03:00,060242691263,PER,NLD,AMS,4814497524,0,55.37,1,0.0312,23.66,26.0,1679.0,1.74,GREEN
176-65945190,2025-04-09T20:00:00+03:00,851719208698,GEN,TWN,TPE,2730214229,0,120.02,0,0.0264,-19.97,32.2,9085.0,63.6,YELLOW
065-83420912,2025-10-28T16:00:00+03:00,851741272553,VAL,TWN,TPE,4024472315,0,29.1,0,0.0423,-13.75,24.0,7220.0,96.07,RED
176-54231491,2025-08-17T11:00:00+03:00,300489991301,CRT,IND,BOM,1752646181,1,108.43,1,0.0783,35.44,47.8,4564.0,98.5,RED
065-13835635,2025-03-07T16:00:00+03:00,040627447248,COL,FRA,CDG,4250666401,1,69.02,1,0.0723,71.97,34.8,7564.0,0.5,GREEN
065-16645531,2025-10-24T11:00:00+03:00,040698725654,PER,NLD,AMS,1505198120,0,142.26,1,0.0787,59.67,27.6,2452.0,95.04,RED
020-88434904,2025-09-04T05:00:00+03:00,851711994519,VAL,TWN,TPE,4164125661,0,59.13,1,0.0776,44.73,49.7,1821.0,94.59,RED
